"Caeiro_1" "Caeiro_2" "Campos_1" "Campos_2" "Campos_3" "Campos_4" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Reis_1"
"que" 4.65344590614569 4.58614732212973 3.97898628271233 2.90648694187026 3.5244453171019 3.74322196956446 4.69492868462758 5.02996365065331 5.23301737756714 4.97786522380718 4.68827435821191
"a" 3.85823679560181 3.40819852363751 2.95748613678373 3.38388093232238 3.73061064205773 2.99107923736225 3.71434231378764 3.7626485902348 3.85071090047393 3.99409739301525 3.87550797898702
"e" 4.30983703121932 4.64897125804932 3.63848623406946 3.19432743611345 2.70960141370509 3.32342137484695 3.32805071315372 3.79212103350034 3.21879936808847 3.14805705853419 3.11230052532461
"o" 3.29864519929315 3.32966860373802 3.05477186496741 2.69587194608256 2.68014922442568 2.921112471576 3.98177496038035 3.80194518125553 3.89020537124803 3.49237579931136 3.60788978094955
"de" 2.27763597094051 2.30877964504476 3.44391477770211 3.6506599269868 3.73061064205773 3.67325520377821 2.7040412044374 2.80970625798212 2.4980252764613 2.22331529758977 2.03191594806225
"não" 2.4936186923228 2.60719334066279 1.67331452475922 1.1232799775344 1.73767916748478 1.71418576176316 2.17908082408875 1.84693977797426 2.28080568720379 2.23315297589769 2.07156308851224
"é" 2.35617514235225 2.37160358096435 1.27444303920615 0.69502948609941 1.03082662477911 1.10197656113346 1.99088748019017 1.97465369879163 1.97472353870458 1.87899655681259 1.34800277529983
"me" 1.47260946397016 0.848123134914402 1.15770016538574 1.20752597584948 1.20753976045553 0.997026412454084 1.20839936608558 1.11995284409078 1.35268562401264 1.44613871126414 0.812766379224898
"se" 1.31553112114667 1.49206847809015 0.856114408016344 1.04605447907891 0.873748281955625 0.857092880881581 1.28763866877971 1.26731506041851 1.02685624012638 1.18052139695032 1.07047279214987
"do" 0.873748281955625 0.973771006753573 1.21607160229594 1.10221847795563 1.02100922835264 0.944551338114396 0.980586370839937 1.3262599469496 1.11571879936809 1.14117068371864 1.03082565169987
